"CURRICULUM_STEP_NO","QUESTION","MEANING","ANSWER","DISTRACTOR_1","DISTRACTOR_2","DISTRACTOR_3","DISTRACTOR_4"
25,yours,너의 것,"4",그들의 것,우리의 것,나의 것,너의 것
25,office,사무실,"1",사무실,화장실,계단,복도
25,cellphone,휴대 전화,"4",냉장고,사진기,컴퓨터,휴대 전화
25,before,~하기 전에,"1",~하기 전에,~한 후에,"~할 예정인, ~하게 되어 있는",너무 ~한
25,bring,"가져오다, 데려오다","1","가져오다, 데려오다",모으다,버리다,붙이다
25,noise,소음,"4",쓰레기,먼지,음악,소음
25,enjoy,즐기다,"3",요리하다,공부하다,즐기다,울다
25,wonderful,"훌륭한, 굉장한","1","훌륭한, 굉장한",끔찍한,조용한,시끄러운
25,sit,앉다,"4",뛰다,걷다,일어나다,앉다
25,seat,"자리, 좌석","3","군중, 인파",극장,"자리, 좌석","줄, 열"
25,set up,"세우다, 똑바로 놓다","4","가져오다, 데려오다",버리다,모으다,"세우다, 똑바로 놓다"
25,bottle,병,"2",술,병,"깡통, 캔",주스
25,free,"공짜의, 무료의","1","공짜의, 무료의",값 싼,값 비싼,고급스러운
25,lots of,많은,"3",가벼운,무거운,많은,적은
25,closet,벽장,"3",책상,침대,벽장,지붕
25,invite,초대하다,"3",뛰다,걷다,초대하다,방문하다
25,fork,포크,"1",포크,"숟가락, 스푼",젓가락,빨대
25,carry,나르다,"2",만지다,나르다,"잡다, 쥐다",떨어뜨리다
25,soon,"곧, 머지않아","2",몇몇의,"곧, 머지않아",나중에,이전에
25,June,"6월","2","5월","6월","7월","8월"
25,proud,자랑스러운,"3",지루한,우울한,자랑스러운,부끄러운
25,guest,손님,"4",아내,남편,주인,손님
25,I am,나는 ~이다,"1",나는 ~이다,함께 하다,이동하다,없다
25,collect,"모으다, 수집하다","1","모으다, 수집하다",나오다,퇴근하다,버리다
25,jet,제트기,"3",자동차,자전거,제트기,기차
25,maze,미로,"3",통과,가로수,미로,길
25,get up,(잠자리에서) 일어나다,"3",묘사하다,축하하다,(잠자리에서) 일어나다,기도하다
25,get dressed,옷을 입다,"1",옷을 입다,빼다,가지다,(손이) 닿다
25,newspaper,신문,"4",TV,인터넷,광고,신문
25,take out,~을 꺼내다,"2",닫다,~을 꺼내다,밀다,열다
25,more,조금 더,"3",그만,좋은,조금 더,확실한
25,after school,방과 후에,"3",조회시간,등교길,방과 후에,점심시간
25,watch,~을 보다,"1",~을 보다,~을 꺼내다,~을 놓다,~을 줄이다
25,go hiking,하이킹하러 가다,"4",좋아하다,바라보다,추구하다,하이킹하러 가다
25,belt,"벨트, 허리띠","4",스카프,목걸이,구두,"벨트, 허리띠"
25,sweater,스웨터,"4",원피스,스카프,셔츠,스웨터
25,orange juice,오렌지 주스,"1",오렌지 주스,포도 주스,자몽 주스,토마토 주스
25,lemonade,레모네이드,"2",콜라,레모네이드,커피,홍차
25,family,가족,"2",부모님,가족,학생,어린이
25,Why not?,왜 안돼?,"2",알았어,왜 안돼?,정말,벌써
25,place,장소,"2",점원,장소,마트,식당
25,far,(거리가) 먼,"3",가까운,옆쪽의,(거리가) 먼,"앞쪽에, 앞서서"
25,Australia,호주,"4",멕시코,영국,아프리카,호주
25,Chinese,중국어,"2",영어,중국어,일본어,한국어
25,police station,경찰서,"4",도서관,학교,시청,경찰서
25,forgot,forget(잊다)의 과거형,"3",기억했다,나타났다,잊었다,발견했다
25,holiday,공휴일,"2",토요일,공휴일,생일,기념일
25,umbrella,우산,"2",장화,우산,장갑,소나기
25,building,건물,"1",건물,거리,신호등,상점
25,turn right,오른쪽으로 돌다,"4",왼쪽에,"앞쪽에, 앞서서",뛰다,오른쪽으로 돌다
25,Pardon me?,뭐라고 하셨죠?,"3",식사하셨죠?,진행되고 있죠?,뭐라고 하셨죠?,기다리죠?
25,runny nose,콧물이 나는 코,"4",큰 입,밝은 눈,귀,콧물이 나는 코
25,tell,말하다,"3",살다,축하하다,말하다,가능하다
24,box,상자,"2",바위,상자,선물,포장지
24,remember,기억하다,"4",기념하다,잊다,생각하다,기억하다
24,stars,별들,"3",행성,우주,별들,우주정거장
24,clean,깨끗한,"3",멍청한,똑똑한,깨끗한,더러운
24,sick,아픈,"3",건강한,병에 걸린,아픈,졸린
24,care for,돌보다,"2",기억하다,돌보다,걱정하다,반대하다
24,dark,어두운,"2",그림자,어두운,밝은,빛나는
24,canvas,캔버스,"4",지우개,연필,붓,캔버스
24,pass,지나가다,"1",지나가다,건너가다,밖으로 가다,안으로 가다
24,anymore,"더 이상,이제는","2",아무것도,"더 이상,이제는",누구나,어디에나
24,water,물을 주다,"1",물을 주다,세차게 흐르는,미끄러지다,포기하다
24,climb,"오르다, 기어오르다","1","오르다, 기어오르다",내려가다,미끄러지다,포기하다
24,safe,안전한,"2",위험한,안전한,"깔끔한, 단정한",놀란
24,parent,부모,"3",자녀,학생,부모,선생님
24,Alaska,알래스카,"2",오스트리아,알래스카,아시아,스리랑카
24,net,"그물, 올가미","2",애완동물,"그물, 올가미",밧줄,바느질
24,rope,밧줄,"1",밧줄,바느질,매듭,"그물, 올가미"
24,look for,~을 찾다,"4",~을 보다,~을 통해서,~를 먹다,~을 찾다
24,run away,도망가다,"1",도망가다,뛰다,한 걸음 내디디다,걷다
24,storm drain,빗물 배수관,"1",빗물 배수관,배수로,수챗구멍의 쓰레기받이,지하 배수관들
24,hurt,다치게 하다,"2",묶이다,다치게 하다,"얽힌, 헝클어진",바람에 날리다
24,clean,깨끗한,"3",어질러진,더러운,깨끗한,활발한
24,cool,시원한,"2",더운,시원한,화창한,추운
24,mud,진흙,"2",모래,진흙,자갈,흙
24,will,~할 것이다,"2",~하게 보이다,~할 것이다,~와 같은 모양,"~쪽으로, ~을 향하여"
24,ride,타다,"4",먹다,보다,듣다,타다
24,hit,치다,"2",구르다,치다,던지다,"끼우다, 넣다"
24,mess,"뒤죽박죽, 엉망진창","2","놓치다, 빗맞히다","뒤죽박죽, 엉망진창","깔끔한, 단정한",붐비는
24,bake,굽다,"3",삶다,튀기다,굽다,끓이다
24,perfect,완벽한,"4","훌륭한, 우수한",납작한,조용한,완벽한
24,place,장소,"2",시간,장소,약속,집
24,track,경주로,"1",경주로,결승선,출발선,대기선
24,ready,준비가 된,"3",시작하다,완료가 된,준비가 된,준비가 안된
24,finish,끝마치다,"1",끝마치다,시작하다,포기하다,성공하다
24,pet,애완동물,"4",야생식물,식물,야생동뭏,애완동물
24,look at,~을 보다,"1",~을 보다,~를 듣다,~를 먹다,~를 가다
30,laboratory,실험실,"4",도구,연구,양호실,실험실
30,statue,"상, 조각상","2",그림,"상, 조각상",전시회,액자
30,match,경기,"4",코치,경기장,운동 선수,경기
29,later,"나중에, 뒤에","3","보통, 대게",좋은,"나중에, 뒤에","아침, 오전"
28,computer,컴퓨터,"2",가지고 있다,컴퓨터,이웃,농구
29,computer,컴퓨터,"2",가지고 있다,컴퓨터,이웃,농구
29,neighbor,이웃,"4",컴퓨터,가지고 있다,군인,이웃
28,soldier,군인,"1",군인,컴퓨터,가지고 있다,농구
28,half,절반,"2","삼촌, 아저씨",절반,시간,기술자
29,half,절반,"2","삼촌, 아저씨",절반,시간,기술자
29,often,"자주, 흔히","1","자주, 흔히",박물관,버스 정류장,두 번
28,twice,두 번,"2",사전,두 번,박물관,"자주, 흔히"
29,twice,두 번,"2",사전,두 번,박물관,"자주, 흔히"
29,late,늦은,"1",늦은,요리하다,숙제,전혀~않다
29,shirt,셔츠,"3",만나다,"어떤 것, 무언가",셔츠,야구
28,be good at,~에 능숙하다,"3",만나다,야구,~에 능숙하다,"어떤 것, 무언가"
28,exercise,운동하다,"1",운동하다,소음,조용한,신선한
29,fresh,신선한,"3",운동하다,조용한,신선한,소음
29,breakfast,아침 식사,"2",집,아침 식사,지난,어린이
28,library,도서관,"2",집,도서관,어린이,아침 식사
29,order,"주문하다, 주문","4",기억하다,"역, 정거장",지하철,"주문하다, 주문"
29,newspaper,신문,"3",놀다,연필,신문,"지켜보다, 보다"
29,watch,"지켜보다, 보다","3",신문,연필,"지켜보다, 보다",놀다
29,poster,"포스터, 벽보","2",무게,"포스터, 벽보",잃다,모으다
28,collect,모으다,"3","포스터, 벽보",잃다,모으다,감사해하다
28,toothache,치통,"1",치통,도착하다,"첫째, 첫 번째의",디저트
28,weather,"날씨, 기후","4",날짜,"10월","맑은, 화창한","날씨, 기후"
29,travel,여행하다,"2",교실,여행하다,취미,지구
29,class,수업,"3",준비하다,콘서트,수업,대중 음악
29,plane,비행기,"4","세계, 세상",일어나다,겨울,비행기
28,collect,"모으다, 수집하다","4",만화,선물,"일, 직업","모으다, 수집하다"
29,hungry,배고픈,"2","모으다, 수집하다",배고픈,"일, 직업",만화
28,throw away,버리다,"2",실패하다,버리다,"성적, 학년",병
29,live,~에 살다,"4",소음,에너지,어리석은,~에 살다
29,future,"미래, 장래","1","미래, 장래",미워하다,외국의,방문하다
28,visit,방문하다,"4",유명한,"미래, 장래",외국의,방문하다
28,pair,"한 쌍, 한 벌","3",가지고 오다,편지,"한 쌍, 한 벌",조각
28,letter,편지,"4",간호사,"한 쌍, 한 벌",가지고 오다,편지
29,nurse,간호사,"3","한 쌍, 한 벌",조각,간호사,가지고 오다
29,hear,"듣다, 들리다","2",동의하다,"듣다, 들리다",감기,"쉬다, 휴식을 취하다"
29,may,~일지도 모른다,"2",잃다,~일지도 모른다,시간,늦은
29,strong,강한,"3",회복하다,이기다,강한,홀로
28,alone,홀로,"2",강한,홀로,회복하다,이기다
28,believe,믿다,"1",믿다,놀라운,(이름) 성,"상가, 가게"
28,store,"상가, 가게","2",건강한,"상가, 가게",(이름) 성,놀라운
28,dirty,더러운,"1",더러운,오염,숨을 쉬다,왜냐하면
29,chocolate,초콜릿,"4",선물,장미,카드,초콜릿
29,attempt,시도하다,"4",들어가다,재채기하다,끝내다,시도하다
29,free,자유로운,"4",정의로운,슬기로운,괴로운,자유로운
29,parade,퍼레이드,"3",무대,소풍,퍼레이드,불꽃놀이
29,thankful,감사하는,"3",아픈,우수한,감사한,소박한
29,oven,오븐,"3",램프,스카프,오븐,밴드
29,advertisement,광고,"4",식단표,일기장,신문,광고
29,grateful,감사하는,"1",감사하는,슬퍼하는,감동하는,지원하는
29,hug,포옹하다,"2",쉬다,포옹하다,운동하다,모이다
29,midnight,자정,"3",정오,전야,자정,자주
29,buried,묻힌,"3",갇힌,찍힌,묻힌,닫힌
30,universal,"만국공통의, 보편적인","4",다양한,우주,대학교,보편적인
30,verse,시구,"1",시구,승리,기타 등등,꽃병
30,performer,"연주자, 연기자","4",완벽,향수,완전히,"연주자, 연기자"
30,sign language,수화,"2",표시,수화,"말, 언어",서명하다
30,partial,부분의,"3",참석하다,"일부, 부분",부분의,공원의
30,apply,지원하다,"2",다가가다,지원하다,인정하다,청원하다
30,fairly,"공정하게, 공평하게","4",단짝의,옛날 이야기의,비겁하게,"공정하게, 공평하게"
30,arrange,"예정을 짜다, ~를 배열하다","4",참석하다,출석하다,엉망으로 만들다,"예정을 짜다, ~를 배열하다"
30,similarity,유사점,"4",차이점,~과 다른,~과 유사한,유사점
30,calmly,"조용히, 차분하게","3",바쁘게,조용한,"조용히, 차분하게",분주한
30,clue,"실마리, 단서","4",풀,미궁,위조의,"실마리, 단서"
30,describe,묘사하다,"1",묘사하다,구독하다,처방하다,기부하다
30,evidence,증거,"4",신뢰,자신감,거주,증거
30,frightened,겁이 난,"3",불이 난,싸운,겁이 난,다투다
30,finance,자금을 조달하다,"4",공상의,재정상의,마지막의,자금을 조달하다
30,century,세기,"4",중심,시골,나라,세기
30,offering,"공납, 제물","1","공납, 제물",제공하다,공격적인,위반
30,connection,"연결, 관계","2","지배, 억제","연결, 관계",접촉,간결
30,independence,독립,"1",독립,의존,기념,소멸
30,remains,"유물, 유적","2",~을 상기하다,"유물, 유적",주요한,다시 만들다
30,sculpture,"조각, 조각작품","4","그림, 사진",문화,"해골, 뼈대","조각, 조각작품"
31,admire,감탄하다,"2",인정하다,감탄하다,영감을 주다,해군 장교
31,pour,퍼붓다,"1",퍼붓다,"신, 시큼한",불쌍한,가난한
31,battle,"싸움, 전투","4",야구 방망이,박쥐,"소, 가축","싸움, 전투"
31,apologize,사과하다,"3",변명하다,간청하다,사과하다,고고학
31,unusual,"보기 드문, 유별난","1","보기 드문, 유별난","보통의, 흔한",만국공통의,대개
31,tuition,수업료,"2",과외,수업료,과외 교사,과외 학생
31,pat,가볍게 두드리다,"2",떠들다,가볍게 두드리다,구멍,애완동물
31,deserve,~할 자격이 있다,"3",보존하다,섬기다,~할 자격이 있다,낭비하다
31,train,훈련하다,"4",인도하다,충고하다,훈장을 주다,훈련하다
31,complete,완성하다,"4",경쟁하다,경쟁자,완성품,완성하다
31,employer,고용주,"3",직원,고용하다,고용주,동료
31,attractive,매력적인,"1",매력적인,태도가 바른,공격적인,활동적인
31,current,"현재의, 지금의","4","통화, 유통",관대한,"고전의, 전통의","현재의, 지금의"
31,positive,긍정적인,"4",소극적인,활동적인,부정적인,긍정적인
31,encouraging,"격려하는, 설득하는","3",우연히 마주치는,용기 있는,"격려하는, 설득하는",실망시키는
31,vote,투표,"1",투표,"배, 보트",선거인,승리
31,isolated,"고립된, 격리된","3",위반하는,폭력적인,"고립된, 격리된",분리할 수 있는
31,disability,장애,"2",무능함,장애,능력,재난
31,tongue,혀,"1",혀,거리,평균,전문가
31,throat,목의 앞부분,"4",전문가,거리,평균,목의 앞부분
31,culture,문화,"1",문화,개인,전선,전문가
31,tear,찢다,"2",한숨쉬다,찢다,완성하다,애원하다
31,revenge,복수,"2",유령,복수,중력,폭발
31,sign,신호,"2",물체,신호,산소,중력
31,sight,광경,"2",물체,광경,중력,산소
31,sealskin,물개 가죽,"2",해안가,물개 가죽,산소,물체
31,test,시험하다,"4",속이다,숨기다,훔치다,시험하다
31,mood,"감정, 기분","2","시샘, 부러움","감정, 기분",지혜,경고
31,storm,폭풍,"1",폭풍,문화,경고,지혜
31,shadow,그림자,"3",방법,문화,그림자,환경
31,treasure,보물,"1",보물,사막,지혜,지역
31,desert,사막,"1",사막,선인장,특징,대륙
30,fast,단식,"2",급식,단식,편식,폭식
30,degree,학위,"2",점수,학위,학습,과목
30,equality,평등,"4",차별,차등,불평등,평등
30,carpool,합승하다,"1",합승하다,환승하다,운행하다,하차하다
30,segregation,인종 차별,"2",민족 통합,인종 차별,민주주의,인간 평등
30,refuse,거부하다,"1",거부하다,수락하다,심판을 보다,언급하다
30,long,열망하다,"4",망설이다,그리워하다,행동하다,열망하다
30,wonder,궁금해하다,"1",궁금해하다,돌아다니다,항변하다,선언하다
30,oriental medicine,한약,"3",물약,가루약,한약,알약
30,on foot,"도보로, 걸어서","3",발 위에,발등으로,"도보로, 걸어서",뛰어서
30,license,면허,"2",감각,면허,증거,면회
31,extinct,멸종한,"1",멸종한,정확한,소화기,극단적인
31,danger,위험,"2",안전,위험,위험한,위험하게
31,numerous,셀 수 없이 많은,"3",질량,수량,셀 수 없이 많은,숫자의
31,overcome,극복하다,"3",늦게 오다,패배하다,극복하다,직면하다
31,medicine,약,"4",약국,의학의,병,약
31,organization,조직,"2",문명,조직,인식,일반화
31,due to,~ 때문에,"1",~ 때문에,~ 임에도 불구하고,~하는 동안,~하기 전에
31,attack,공격하다,"2",접근하다,공격하다,출석하다,대접하다
31,microscope,현미경,"3",망원경,확대경,현미경,안경
31,observe,관찰하다,"3",참석하다,사로잡히다,관찰하다,몰입하다
31,directly,직접적으로,"1",직접적으로,간접적으로,한 방향으로,양 방향으로
31,influence,영향,"2",감염,영향,흐름,효과
30,expensive,비싼,"2",고급스러운,비싼,화려한,상류층의
30,normal,평범한,"1",평범한,지루한,이상한,일상의
30,popular,인기 있는,"1",인기 있는,놀라운,상류층의,인구가 많은
30,scream,소리 지르다,"2",하천,소리 지르다,동영상,죽이다
30,field,들판,"3",곡물,모양,들판,이유
30,energy,에너지,"2",알레르기,에너지,전기,풍차
30,solar,태양의,"3",달의,별의,태양의,우주의
30,forecast,예보,"3",날씨,가뭄,예보,홍수
30,shock,충격을 주다,"1",충격을 주다,기쁘게 하다,슬프게 하다,화나게 하다
30,leather,가죽,"4",날씨,틀,깃털,가죽
30,pile,쌓아 올리다,"2",무너트리다,쌓아 올리다,떠다니다,이동하다
